"State","Year.Month","Report.Number"
"WA","2014-06",18
"WA","2014-07",26
"WA","2014-08",19
"WA","2014-09",18
"WA","2014-10",25
"WA","2014-11",16
"WA","2014-12",19
"WA","2015-01",27
"WA","2015-02",17
"WA","2015-03",26
"WA","2015-04",27
"WA","2015-05",13
"WA","2015-06",23
"WA","2015-07",21
"WA","2015-08",23
"WA","2015-09",19
"WA","2015-10",15
"WA","2015-11",16
"WA","2015-12",14
"WA","2016-01",18
"WA","2016-02",9
"WA","2016-03",0
"WA","2016-04",0
"WI","2005-01",0
"WI","2005-02",13
"WI","2005-03",17
"WI","2005-04",11
"WI","2005-05",13
"WI","2005-06",19
"WI","2005-07",17
"WI","2005-08",19
"WI","2005-09",25
"WI","2005-10",18
"WI","2005-11",16
"WI","2005-12",21
"WI","2006-01",19
"WI","2006-02",16
"WI","2006-03",33
"WI","2006-04",26
"WI","2006-05",45
"WI","2006-06",41
"WI","2006-07",29
"WI","2006-08",45
"WI","2006-09",24
"WI","2006-10",26
"WI","2006-11",21
"WI","2006-12",25
"WI","2007-01",25
"WI","2007-02",26
"WI","2007-03",26
"WI","2007-04",36
"WI","2007-05",26
"WI","2007-06",35
"WI","2007-07",36
"WI","2007-08",39
"WI","2007-09",26
"WI","2007-10",24
"WI","2007-11",29
"WI","2007-12",17
"WI","2008-01",16
"WI","2008-02",21
"WI","2008-03",24
"WI","2008-04",38
"WI","2008-05",31
"WI","2008-06",28
"WI","2008-07",27
"WI","2008-08",18
"WI","2008-09",32
"WI","2008-10",21
"WI","2008-11",22
"WI","2008-12",15
"WI","2009-01",26
"WI","2009-02",19
"WI","2009-03",25
"WI","2009-04",34
"WI","2009-05",17
"WI","2009-06",25
"WI","2009-07",22
"WI","2009-08",23
"WI","2009-09",28
"WI","2009-10",25
"WI","2009-11",11
"WI","2009-12",21
"WI","2010-01",26
"WI","2010-02",15
"WI","2010-03",19
"WI","2010-04",27
"WI","2010-05",24
"WI","2010-06",23
"WI","2010-07",37
"WI","2010-08",24
"WI","2010-09",25
"WI","2010-10",22
"WI","2010-11",14
"WI","2010-12",22
"WI","2011-01",11
"WI","2011-02",20
"WI","2011-03",27
"WI","2011-04",20
"WI","2011-05",23
"WI","2011-06",29
"WI","2011-07",31
"WI","2011-08",19
"WI","2011-09",24
"WI","2011-10",10
"WI","2011-11",24
"WI","2011-12",13
"WI","2012-01",25
"WI","2012-02",23
"WI","2012-03",31
"WI","2012-04",16
"WI","2012-05",22
"WI","2012-06",21
"WI","2012-07",31
"WI","2012-08",25
"WI","2012-09",35
"WI","2012-10",31
"WI","2012-11",12
"WI","2012-12",17
"WI","2013-01",28
"WI","2013-02",17
"WI","2013-03",20
"WI","2013-04",22
"WI","2013-05",23
"WI","2013-06",18
"WI","2013-07",26
"WI","2013-08",41
"WI","2013-09",35
"WI","2013-10",29
"WI","2013-11",21
"WI","2013-12",16
"WI","2014-01",19
"WI","2014-02",23
"WI","2014-03",29
"WI","2014-04",27
"WI","2014-05",24
"WI","2014-06",32
"WI","2014-07",44
"WI","2014-08",25
"WI","2014-09",30
"WI","2014-10",22
"WI","2014-11",24
"WI","2014-12",28
"WI","2015-01",24
"WI","2015-02",20
"WI","2015-03",17
"WI","2015-04",24
"WI","2015-05",25
"WI","2015-06",22
"WI","2015-07",33
"WI","2015-08",24
"WI","2015-09",33
"WI","2015-10",25
"WI","2015-11",30
"WI","2015-12",9
"WI","2016-01",24
"WI","2016-02",10
"WI","2016-03",0
"WI","2016-04",0
"WV","2005-01",0
"WV","2005-02",9
"WV","2005-03",3
"WV","2005-04",2
"WV","2005-05",1
"WV","2005-06",3
"WV","2005-07",4
"WV","2005-08",4
"WV","2005-09",8
"WV","2005-10",2
"WV","2005-11",0
"WV","2005-12",5
"WV","2006-01",3
"WV","2006-02",5
"WV","2006-03",9
"WV","2006-04",6
"WV","2006-05",7
"WV","2006-06",3
"WV","2006-07",7
"WV","2006-08",4
"WV","2006-09",5
"WV","2006-10",4
"WV","2006-11",4
"WV","2006-12",6
"WV","2007-01",5
"WV","2007-02",16
"WV","2007-03",7
"WV","2007-04",5
"WV","2007-05",7
"WV","2007-06",9
"WV","2007-07",7
"WV","2007-08",6
"WV","2007-09",3
"WV","2007-10",2
"WV","2007-11",6
"WV","2007-12",4
"WV","2008-01",4
"WV","2008-02",4
"WV","2008-03",5
"WV","2008-04",7
"WV","2008-05",3
"WV","2008-06",2
"WV","2008-07",2
"WV","2008-08",1
"WV","2008-09",4
"WV","2008-10",3
"WV","2008-11",4
"WV","2008-12",6
"WV","2009-01",7
"WV","2009-02",2
"WV","2009-03",4
"WV","2009-04",2
"WV","2009-05",3
"WV","2009-06",3
"WV","2009-07",2
"WV","2009-08",3
"WV","2009-09",7
"WV","2009-10",4
"WV","2009-11",4
"WV","2009-12",3
"WV","2010-01",4
"WV","2010-02",1
"WV","2010-03",6
"WV","2010-04",4
"WV","2010-05",9
"WV","2010-06",3
"WV","2010-07",5
"WV","2010-08",10
"WV","2010-09",5
"WV","2010-10",3
"WV","2010-11",3
"WV","2010-12",0
"WV","2011-01",7
"WV","2011-02",5
"WV","2011-03",4
"WV","2011-04",5
"WV","2011-05",4
"WV","2011-06",13
"WV","2011-07",4
"WV","2011-08",6
"WV","2011-09",4
"WV","2011-10",2
"WV","2011-11",4
"WV","2011-12",1
"WV","2012-01",8
"WV","2012-02",6
"WV","2012-03",3
"WV","2012-04",1
"WV","2012-05",2
"WV","2012-06",7
"WV","2012-07",9
"WV","2012-08",3
"WV","2012-09",3
"WV","2012-10",2
"WV","2012-11",6
"WV","2012-12",4
"WV","2013-01",3
"WV","2013-02",2
"WV","2013-03",8
"WV","2013-04",6
"WV","2013-05",4
"WV","2013-06",0
"WV","2013-07",1
"WV","2013-08",5
"WV","2013-09",6
"WV","2013-10",6
"WV","2013-11",5
"WV","2013-12",22
"WV","2014-01",4
"WV","2014-02",2
"WV","2014-03",3
"WV","2014-04",3
"WV","2014-05",8
"WV","2014-06",2
"WV","2014-07",12
"WV","2014-08",7
"WV","2014-09",4
"WV","2014-10",6
"WV","2014-11",6
"WV","2014-12",1
"WV","2015-01",6
"WV","2015-02",26
"WV","2015-03",3
"WV","2015-04",5
"WV","2015-05",4
"WV","2015-06",5
"WV","2015-07",4
"WV","2015-08",7
"WV","2015-09",6
"WV","2015-10",3
"WV","2015-11",5
"WV","2015-12",4
"WV","2016-01",5
"WV","2016-02",1
"WV","2016-03",0
"WV","2016-04",0
"WY","2005-01",0
"WY","2005-02",1
"WY","2005-03",5
"WY","2005-04",1
"WY","2005-05",2
"WY","2005-06",4
"WY","2005-07",1
"WY","2005-08",1
"WY","2005-09",2
"WY","2005-10",2
"WY","2005-11",0
"WY","2005-12",1
"WY","2006-01",2
"WY","2006-02",4
"WY","2006-03",1
"WY","2006-04",4
"WY","2006-05",2
"WY","2006-06",3
"WY","2006-07",1
"WY","2006-08",3
"WY","2006-09",2
"WY","2006-10",4
"WY","2006-11",0
"WY","2006-12",3
"WY","2007-01",2
"WY","2007-02",3
"WY","2007-03",5
"WY","2007-04",0
"WY","2007-05",2
"WY","2007-06",4
"WY","2007-07",5
"WY","2007-08",0
"WY","2007-09",5
"WY","2007-10",1
"WY","2007-11",1
"WY","2007-12",2
"WY","2008-01",4
"WY","2008-02",0
"WY","2008-03",4
"WY","2008-04",3
"WY","2008-05",0
"WY","2008-06",2
"WY","2008-07",2
"WY","2008-08",3
"WY","2008-09",1
"WY","2008-10",2
"WY","2008-11",1
"WY","2008-12",1
"WY","2009-01",0
"WY","2009-02",1
"WY","2009-03",2
"WY","2009-04",0
"WY","2009-05",1
"WY","2009-06",1
"WY","2009-07",2
"WY","2009-08",1
"WY","2009-09",3
"WY","2009-10",4
"WY","2009-11",1
"WY","2009-12",3
"WY","2010-01",2
"WY","2010-02",2
"WY","2010-03",2
"WY","2010-04",5
"WY","2010-05",3
"WY","2010-06",0
"WY","2010-07",1
"WY","2010-08",3
"WY","2010-09",3
"WY","2010-10",1
"WY","2010-11",1
"WY","2010-12",0
"WY","2011-01",1
"WY","2011-02",2
"WY","2011-03",0
"WY","2011-04",1
"WY","2011-05",1
"WY","2011-06",2
"WY","2011-07",1
"WY","2011-08",1
"WY","2011-09",1
"WY","2011-10",2
"WY","2011-11",5
"WY","2011-12",0
"WY","2012-01",3
"WY","2012-02",0
"WY","2012-03",0
"WY","2012-04",1
"WY","2012-05",2
"WY","2012-06",1
"WY","2012-07",5
"WY","2012-08",2
"WY","2012-09",3
"WY","2012-10",3
"WY","2012-11",3
"WY","2012-12",4
"WY","2013-01",3
"WY","2013-02",1
"WY","2013-03",4
"WY","2013-04",3
"WY","2013-05",3
"WY","2013-06",5
"WY","2013-07",3
"WY","2013-08",3
"WY","2013-09",1
"WY","2013-10",1
"WY","2013-11",1
"WY","2013-12",1
"WY","2014-01",2
"WY","2014-02",2
"WY","2014-03",3
"WY","2014-04",3
"WY","2014-05",2
"WY","2014-06",12
"WY","2014-07",4
"WY","2014-08",6
"WY","2014-09",0
"WY","2014-10",2
"WY","2014-11",3
"WY","2014-12",1
"WY","2015-01",0
"WY","2015-02",1
"WY","2015-03",4
"WY","2015-04",0
"WY","2015-05",5
"WY","2015-06",2
"WY","2015-07",15
"WY","2015-08",6
"WY","2015-09",0
"WY","2015-10",3
"WY","2015-11",1
"WY","2015-12",1
"WY","2016-01",0
"WY","2016-02",2
"WY","2016-03",0
"WY","2016-04",0
